ID,fcn_name,param1,param2,param3,param4,param5,param6,param7,param8
3,polynomial3D,-0.27747111955624404,-0.4949672972529895,0.26014187997252236,0.8503652926199485,0,0,0,0
3,polynomial7D,0.8422504608283494,-0.2993747857231994,-0.42693522003363316,-0.2890715851779464,-0.12229663686878278,-0.7879341681295402,-0.7535591989323924,0.7047830994581026
3,exponential,-0.5978602616436828,0,0,0,0,0,0,0
3,exponential,0.7680879885054377,0,0,0,0,0,0,0
3,logarithmic,0.2858262360289343,0,0,0,0,0,0,0
3,logarithmic,-0.07337424432028516,0,0,0,0,0,0,0
4,sigmoid,-0.598647811117458,0.8759227842197903,0,0,0,0,0,0
4,sigmoid,0.8247061809875165,-0.07927376288297383,0,0,0,0,0,0
4,linear,-0.8387637753865256,0.9084868124610075,0,0,0,0,0,0
4,linear,0.803803461699482,-0.6423722610690863,0,0,0,0,0,0
4,linear,-0.4374335515453125,0.9726051299279967,0,0,0,0,0,0
4,linear,0.2532641454661768,-0.3773246676315021,0,0,0,0,0,0
4,polynomial2D,0.2804621481314391,0.6741489477296545,-0.5971305764947599,0,0,0,0,0
4,polynomial2D,0.4443134511147202,0.8455231316660718,0.9257400603672208,0,0,0,0,0
4,polynomial2D,0.14490585662259492,-0.24089949534149313,0.908709479444821,0,0,0,0,0
4,polynomial3D,0.9214976451002668,0.9777153587983223,-0.009355978434037349,0.48017005374523114,0,0,0,0
4,polynomial3D,0.5958975287850587,-0.9210909408180243,0.32123239235665646,-0.5505059585397007,0,0,0,0
4,polynomial7D,-0.9207060212483109,0.38190484966679783,-0.5192017329421057,-0.651868992340396,0.3462405522064882,0.7438121919797149,-0.703039817490366,-0.39576129718542874
4,exponential,0.5193786120884785,0,0,0,0,0,0,0
4,exponential,0.255857251976763,0,0,0,0,0,0,0
4,logarithmic,-0.08786824502985535,0,0,0,0,0,0,0
4,logarithmic,-0.5320694304551226,0,0,0,0,0,0,0
5,sigmoid,-0.21363421939053073,0.7527214995156695,0,0,0,0,0,0
5,sigmoid,0.20762200779705364,-0.12441712694230134,0,0,0,0,0,0
5,linear,0.7953296274219532,0.5212506315924466,0,0,0,0,0,0
5,linear,0.26035456576351623,0.969263841793448,0,0,0,0,0,0
5,linear,-0.12550384806859993,-0.0004897761680153767,0,0,0,0,0,0
5,linear,0.5763857779517214,0.6668900524472741,0,0,0,0,0,0
5,polynomial2D,0.36877118492454986,0.9271351995471833,0.888454571536444,0,0,0,0,0
5,polynomial2D,0.8467317978653075,-0.2664432952517479,-0.03869264122127203,0,0,0,0,0
5,polynomial2D,-0.5507555548158891,-0.6397379728195398,0.9196862447274654,0,0,0,0,0
5,polynomial3D,-0.6046531786567428,-0.2824211074534131,-0.25518475330309376,-0.9061830670722271,0,0,0,0
5,polynomial3D,0.05951140260158483,0.45070291204814983,0.5615330070983762,-0.03377146365247019,0,0,0,0
5,polynomial7D,0.9875204638775514,-0.7853601825094065,-0.32025442032896057,-0.44835367800251347,-0.21799417647693842,0.7703466097969476,-0.40424007884456326,0.35413658149660177
5,exponential,-0.4573988377046765,0,0,0,0,0,0,0
5,exponential,-0.07329460561631396,0,0,0,0,0,0,0
5,logarithmic,-0.6501715967992194,0,0,0,0,0,0,0
5,logarithmic,0.218843706317003,0,0,0,0,0,0,0
6,sigmoid,0.11163064099053499,0.08724659155234149,0,0,0,0,0,0
6,sigmoid,0.2889051830349898,-0.5681068040192845,0,0,0,0,0,0
6,linear,0.8289962265436206,-0.7397962972102659,0,0,0,0,0,0
6,linear,0.9959882322807694,0.5825843713459984,0,0,0,0,0,0
6,linear,0.08032482354446713,0.5287332558276299,0,0,0,0,0,0
6,linear,-0.11299950369446865,0.15811531912219046,0,0,0,0,0,0
6,polynomial2D,0.09090928113260532,0.7239910289601896,-0.7844909754722966,0,0,0,0,0
6,polynomial2D,0.06139943499969913,-0.0017615979270584337,0.24680468418608403,0,0,0,0,0
6,polynomial2D,-0.2897200405772733,0.4716462120495819,0.4931761883747383,0,0,0,0,0
6,polynomial3D,0.6055591189308347,0.5324710378472515,0.8309875778861644,-0.7810280396730409,0,0,0,0
6,polynomial3D,0.7011833906100275,-0.8454761551155987,0.43573943569798157,0.005606936808259633,0,0,0,0
6,polynomial7D,0.3798246661856841,-0.5559500240098452,0.6005391321829272,0.5485801448292575,0.8741343256319432,-0.8064468349852818,0.9361351273171816,-0.3536544136072912
6,exponential,0.8287557103827619,0,0,0,0,0,0,0
6,exponential,0.6865492274674825,0,0,0,0,0,0,0
6,logarithmic,-0.0372096416576948,0,0,0,0,0,0,0
6,logarithmic,-0.767218026985178,0,0,0,0,0,0,0
7,sigmoid,0.7062182588548844,0.10142232235109172,0,0,0,0,0,0
7,sigmoid,-0.9493944823435232,-0.18577527742855793,0,0,0,0,0,0
7,linear,0.6661437942178727,-0.7823190675191138,0,0,0,0,0,0
7,linear,-0.25734561601784756,0.5470608134794912,0,0,0,0,0,0
7,linear,0.4367805944094889,0.5392803892246818,0,0,0,0,0,0
7,linear,0.0911023752150888,0.916102566097059,0,0,0,0,0,0
7,polynomial2D,0.12473513280271176,-0.1376850914923018,0.21149629315441465,0,0,0,0,0
7,polynomial2D,-0.1846958376954051,0.38757041758826305,0.5166203008292696,0,0,0,0,0
7,polynomial2D,0.9234689532420703,0.07522135683309639,-0.3406770954129834,0,0,0,0,0
7,polynomial3D,0.4471564196937343,-0.0977870654621571,-0.11448683485293709,0.21932261658328867,0,0,0,0
7,polynomial3D,0.6486128023673889,-0.28324071321180155,-0.7814164437810796,-0.9028412468164231,0,0,0,0
7,polynomial7D,0.929823440961532,0.9043299590250238,0.44733036892040867,0.6256487372650374,-0.8878002802696037,-0.3072930254932593,-0.346483019117634,0.9529085503348123
7,exponential,0.10787620454217195,0,0,0,0,0,0,0
7,exponential,0.07850319822721796,0,0,0,0,0,0,0
7,logarithmic,-0.6582271322906419,0,0,0,0,0,0,0
7,logarithmic,0.9877551593020522,0,0,0,0,0,0,0
8,sigmoid,0.9866195600879211,0.5666238519063929,0,0,0,0,0,0
8,sigmoid,0.8003343366449263,-0.33318004532156387,0,0,0,0,0,0
8,linear,-0.827124251228406,0.6991180382017326,0,0,0,0,0,0
8,linear,-0.9733110416131658,0.8968890912724472,0,0,0,0,0,0
8,linear,-0.8929372253059891,-0.7667455839396642,0,0,0,0,0,0
8,linear,0.37940057594913257,-0.7220396780627527,0,0,0,0,0,0
8,polynomial2D,-0.6888483949092044,-0.19814271973380504,0.7173636562996635,0,0,0,0,0
8,polynomial2D,0.08576911854032243,-0.07535924466105914,0.5799601398842278,0,0,0,0,0
8,polynomial2D,0.7525722633205139,-0.003514595576367796,-0.38949211665232686,0,0,0,0,0
8,polynomial3D,0.7839125309615496,0.4255131981355784,-0.3489279085816108,-0.10627332159414715,0,0,0,0
8,polynomial3D,-0.00879770997942697,-0.7241330803959227,-0.6785977148861433,-0.25548326030883795,0,0,0,0
8,polynomial7D,0.8694013322883467,0.6318332142908483,0.40291678938632236,-0.5408879587496971,0.4905251499045089,-0.8855690634856783,0.4808186052522474,-0.4385132807011569
8,exponential,-0.8641375744518343,0,0,0,0,0,0,0
8,exponential,0.34509655725516675,0,0,0,0,0,0,0
8,logarithmic,0.728830490509847,0,0,0,0,0,0,0
8,logarithmic,-0.056243110593069634,0,0,0,0,0,0,0
9,sigmoid,0.5847858355332098,0.2918875085748853,0,0,0,0,0,0
9,sigmoid,-0.2167768665182428,-0.7297076112865246,0,0,0,0,0,0
9,linear,0.24591305130190522,-0.7862438337033244,0,0,0,0,0,0
9,linear,-0.9264803013140734,-0.24335937609247837,0,0,0,0,0,0
9,linear,-0.5080917614657479,-0.6727274023042191,0,0,0,0,0,0
9,linear,-0.42359354735589383,-0.46858408316654865,0,0,0,0,0,0
9,polynomial2D,-0.031989570103864384,-0.42450070634557524,0.010731142325850263,0,0,0,0,0
9,polynomial2D,0.40085474568378876,-0.4705379902005211,0.15872711744392753,0,0,0,0,0
9,polynomial2D,0.06993173377631412,0.36770518474369207,-0.7933505087336541,0,0,0,0,0
9,polynomial3D,0.09819761778942393,0.968571287746073,-0.5227208279667503,0.7457181408841653,0,0,0,0
9,polynomial3D,0.24384321031546619,-0.5347265248548128,0.4650607141489458,0.7051313959770265,0,0,0,0
9,polynomial7D,0.4778834102131051,0.045580399137914895,0.8369307808897672,-0.4130334537273519,-0.305218762479722,0.9176254331927187,0.08606073584874108,0.18470597878612116
9,exponential,0.14433154825848615,0,0,0,0,0,0,0
9,exponential,0.3057769366023899,0,0,0,0,0,0,0
9,logarithmic,0.6468770026552948,0,0,0,0,0,0,0
9,logarithmic,-0.8090797915958379,0,0,0,0,0,0,0
10,sigmoid,0.8392736157337717,-0.6068729331631493,0,0,0,0,0,0
10,sigmoid,0.7136635541705061,-0.163888779291119,0,0,0,0,0,0
10,linear,0.2836931205434392,-0.23471118246775768,0,0,0,0,0,0
10,linear,0.7851699401071295,0.5296939937377472,0,0,0,0,0,0
10,linear,-0.42445132462641433,0.7155658187713523,0,0,0,0,0,0
10,linear,-0.9927122617278485,-0.5746290483386216,0,0,0,0,0,0
10,polynomial2D,0.5859242166105123,-0.8014084778143682,0.19308285365318412,0,0,0,0,0
10,polynomial2D,-0.3290367641766607,-0.5696131405674192,-0.6334809786191666,0,0,0,0,0
10,polynomial2D,0.8566877584220096,0.03563416040901779,0.24290368869781087,0,0,0,0,0
10,polynomial3D,0.7479398085252038,0.7553548708173887,0.32538952552329015,0.4030121348574309,0,0,0,0
10,polynomial3D,-0.21931769099188592,-0.46543841250076157,0.8664387215559985,0.2192179315682279,0,0,0,0
10,polynomial7D,-0.21758187018185815,0.4401298104413096,0.5877846255067911,-0.7704119080650975,-0.8666832618636167,-0.8534605151469172,0.10849271459121379,-0.007724956896481672
10,exponential,-0.39932698251463905,0,0,0,0,0,0,0
10,exponential,-0.6197284747553271,0,0,0,0,0,0,0
10,logarithmic,0.5419211039153973,0,0,0,0,0,0,0
10,logarithmic,0.06349446059093888,0,0,0,0,0,0,0
11,sigmoid,0.9702839289334928,-0.21656170516288098,0,0,0,0,0,0
11,sigmoid,-0.3215016659604597,0.6159875373344683,0,0,0,0,0,0
11,linear,-0.3724650005570802,0.8471288588118389,0,0,0,0,0,0
11,linear,-0.9555612667385582,0.429961937142163,0,0,0,0,0,0
11,linear,0.41376649420598577,-0.8858314762624209,0,0,0,0,0,0
11,linear,0.5842473124546004,-0.6522552872323379,0,0,0,0,0,0
11,polynomial2D,0.737035516007996,-0.7574850800584647,-0.566934901948766,0,0,0,0,0
11,polynomial2D,-0.6496834069333055,0.90442693383545,-0.33936665966928947,0,0,0,0,0
11,polynomial2D,0.6254290629231161,-0.1689414071515245,0.539403651168981,0,0,0,0,0
11,polynomial3D,-0.19441684910290835,0.10312843444573794,0.4695572256478149,-0.09918463074212291,0,0,0,0
11,polynomial3D,0.5845748805374427,-0.09359297096426644,-0.6106292703898162,0.10001407640319937,0,0,0,0
11,polynomial7D,-0.9824703853516599,-0.468232711717568,0.8327447727154784,0.06868282485816901,-0.15447807923814216,0.5805422326493506,-0.6358564202528483,0.7104215710783062
11,exponential,0.523067264036462,0,0,0,0,0,0,0
11,exponential,-0.28214697693362534,0,0,0,0,0,0,0
11,logarithmic,0.9544221314879997,0,0,0,0,0,0,0
11,logarithmic,-0.9592478431592437,0,0,0,0,0,0,0
12,sigmoid,-0.4696347319437706,-0.8797995106319152,0,0,0,0,0,0
12,sigmoid,0.11654842083339623,-0.5781458836690037,0,0,0,0,0,0
12,linear,-0.4623421814958426,0.2657904342105424,0,0,0,0,0,0
12,linear,0.45805571881770457,0.40970454392199196,0,0,0,0,0,0
12,linear,0.9186861572045864,-0.2949856695855777,0,0,0,0,0,0
12,linear,-0.7022604171923614,-0.0688752314303156,0,0,0,0,0,0
12,polynomial2D,0.4124093055311584,-0.7648017583297726,-0.8450397250271042,0,0,0,0,0
12,polynomial2D,0.6873438614842964,-0.3619075402039671,0.7550653523951902,0,0,0,0,0
12,polynomial2D,-0.18077488985853152,-0.5666316878595115,0.7394740690709347,0,0,0,0,0
12,polynomial3D,-0.5766223906070291,0.24284476018917744,-0.9132434393400339,-0.38394057518841707,0,0,0,0
12,polynomial3D,-0.8196438006209292,0.3949557226966791,-0.8729701456496837,0.28760908947235153,0,0,0,0
12,polynomial7D,0.7314217631579274,-0.9062258709842335,0.887832010357513,-0.8039016335227938,-0.8580990096110213,0.31774949542722575,0.4005194394563809,-0.21450194000487333
12,exponential,0.215277279859434,0,0,0,0,0,0,0
12,exponential,0.9687491729978392,0,0,0,0,0,0,0
12,logarithmic,-0.4940092926145523,0,0,0,0,0,0,0
12,logarithmic,0.8269369164201819,0,0,0,0,0,0,0
13,sigmoid,-0.0051161018541696635,0.019270982270264136,0,0,0,0,0,0
13,sigmoid,0.8351912787708062,0.6570824534545898,0,0,0,0,0,0
13,linear,-0.8172661168016149,-0.22375240883500425,0,0,0,0,0,0
13,linear,-0.482451408107643,0.9581727509889424,0,0,0,0,0,0
13,linear,-0.16380562102538154,-0.23106429985321375,0,0,0,0,0,0
13,linear,-0.9368871671317327,-0.1591270667960989,0,0,0,0,0,0
13,polynomial2D,-0.8913573445037022,0.011988013034272216,-0.06428540273851313,0,0,0,0,0
13,polynomial2D,-0.4677113997643414,-0.12635770014830827,0.595641866551573,0,0,0,0,0
13,polynomial2D,-0.5214743193316771,-0.28653756993959156,-0.8071735308766401,0,0,0,0,0
13,polynomial3D,-0.07701377391555209,-0.13890539627224618,0.2916165110715596,0.48679448413146775,0,0,0,0
13,polynomial3D,-0.3273994464323249,-0.9829700918144335,0.9927148113273083,0.06413076325433353,0,0,0,0
13,polynomial7D,0.8890744184383068,0.8511049196175906,-0.3957781381225556,-0.6585651486912434,0.564744228736757,-0.45832363309010304,-0.031565123946780016,0.8061505133638986
13,exponential,-0.2822366157500804,0,0,0,0,0,0,0
13,exponential,0.04538379096838541,0,0,0,0,0,0,0
13,logarithmic,-0.42733099376219097,0,0,0,0,0,0,0
13,logarithmic,-0.8003457577927926,0,0,0,0,0,0,0
14,sigmoid,0.3207867754265803,0.5938266124048637,0,0,0,0,0,0
14,sigmoid,0.35338390950566123,0.2697938882524147,0,0,0,0,0,0
14,linear,0.39569783697459004,0.9650300819995994,0,0,0,0,0,0
14,linear,0.46593533828216027,0.09189360312054928,0,0,0,0,0,0
14,linear,-0.674297282093401,0.11579502445713641,0,0,0,0,0,0
14,linear,-0.13096905121342228,0.9159385068307007,0,0,0,0,0,0
14,polynomial2D,0.26712491165142094,-0.17283067293066945,0.7177311909129329,0,0,0,0,0
14,polynomial2D,0.6324997732691102,0.25565868381486156,0.7343452491789826,0,0,0,0,0
14,polynomial2D,0.6892593478520914,0.41793502650118697,-0.30660232111576535,0,0,0,0,0
14,polynomial3D,-0.880925040853882,0.3527388053874101,0.08543011735454153,-0.576998714749019,0,0,0,0
14,polynomial3D,-0.0728204390346423,0.6232140257671293,-0.948629912638004,-0.38180550292198134,0,0,0,0
14,polynomial7D,0.442212427490394,-0.6342625890409908,0.38968466175049765,0.29477780015162103,0.7231906389817326,0.024567351712700747,0.3991794256361314,-0.4359630172945217
14,exponential,-0.1956013226271187,0,0,0,0,0,0,0
14,exponential,0.09104414933828164,0,0,0,0,0,0,0
14,logarithmic,0.2334087985679849,0,0,0,0,0,0,0
14,logarithmic,-0.33630694213049606,0,0,0,0,0,0,0
15,sigmoid,-0.07882919495374918,-0.7376130386485804,0,0,0,0,0,0
15,sigmoid,-0.5554343026306894,0.37282899568332684,0,0,0,0,0,0
15,linear,0.8321104297210673,-0.9575656842986999,0,0,0,0,0,0
15,linear,-0.20875727305637715,-0.2453599384827423,0,0,0,0,0,0
15,linear,0.821650852052161,0.1614577844927232,0,0,0,0,0,0
15,linear,-0.07549698467781885,0.8484643943566756,0,0,0,0,0,0
15,polynomial2D,-0.9018829723950164,0.16009857901284996,0.7825775388129452,0,0,0,0,0
15,polynomial2D,0.8979995829457539,-0.5452373701326669,-0.4839361917021421,0,0,0,0,0
15,polynomial2D,-0.3113733687282072,-0.14580803563565592,-0.3628239672659037,0,0,0,0,0
15,polynomial3D,0.28344823639586414,0.35946033469343575,-0.4212418192951417,0.4878267932048528,0,0,0,0
15,polynomial3D,-0.014881663168166082,-0.9821940541370289,-0.9028413218629823,-0.19799641221129183,0,0,0,0
15,polynomial7D,-0.11206335812870183,-0.6039109785380905,-0.19485074683289083,-0.8208432990146128,-0.6745790606842306,0.6621607635548805,0.10903656579375576,0.8625032928997238
15,exponential,0.27829154364299624,0,0,0,0,0,0,0
15,exponential,0.5028051805263318,0,0,0,0,0,0,0
15,logarithmic,0.7761176555318137,0,0,0,0,0,0,0
15,logarithmic,-0.7705579836391263,0,0,0,0,0,0,0
16,sigmoid,-0.4681979981580695,0.3820932713533547,0,0,0,0,0,0
16,sigmoid,0.40265844309224796,0.7441154084900561,0,0,0,0,0,0
16,linear,0.3504962784846639,0.9736213027469276,0,0,0,0,0,0
16,linear,-0.2598490222024783,0.7638828886222715,0,0,0,0,0,0
16,linear,-0.25158238449186787,-0.4697610088669728,0,0,0,0,0,0
16,linear,-0.1338940667838331,-0.3279535585669202,0,0,0,0,0,0
16,polynomial2D,0.12285702072483828,-0.22381935370250106,0.8889111764759676,0,0,0,0,0
16,polynomial2D,0.5007615699525871,0.8222585106298057,-0.49667372129127196,0,0,0,0,0
16,polynomial2D,-0.15548639458856006,0.6690792340563019,-0.6756167271067244,0,0,0,0,0
16,polynomial3D,-0.9495667886119463,0.833662026318075,0.08652338311663099,-0.1772598719933305,0,0,0,0
16,polynomial3D,0.46572826628673103,-0.6201476501413801,0.925715358693415,-0.7531544280049367,0,0,0,0
16,polynomial7D,-0.6092478826476968,0.7682917830262286,-0.08995192904012317,-0.27842102865135754,-0.636278993060855,0.10737892359064816,0.6006058703808954,0.28921407665897325
16,exponential,-0.08025235970086575,0,0,0,0,0,0,0
16,exponential,-0.9932690037923086,0,0,0,0,0,0,0
16,logarithmic,0.6533800349713323,0,0,0,0,0,0,0
16,logarithmic,-0.9298765784614118,0,0,0,0,0,0,0
17,sigmoid,0.05890628846578916,0.7459695089987604,0,0,0,0,0,0
17,sigmoid,0.9943755946367774,0.8339659987419694,0,0,0,0,0,0
17,linear,-0.25818243153383236,0.8658382182356934,0,0,0,0,0,0
17,linear,-0.8518663391126093,0.328858628512525,0,0,0,0,0,0
17,linear,0.21486358449754284,-0.8400767644407603,0,0,0,0,0,0
17,linear,-0.5514263873383352,0.5084203703704766,0,0,0,0,0,0
17,polynomial2D,0.4609984183190867,-0.8864476870974294,0.8785866560788838,0,0,0,0,0
17,polynomial2D,0.9232227251737117,0.8595731759729535,0.6560056154752874,0,0,0,0,0
17,polynomial2D,-0.27200656192219186,0.6065089871262426,0.954486272044494,0,0,0,0,0
17,polynomial3D,-0.08696699177098899,0.1882657164473378,-0.2822691700943458,-0.08528477003571955,0,0,0,0
17,polynomial3D,0.9501603145523163,-0.49266817844991806,0.0015298861067369884,-0.3777170058408845,0,0,0,0
17,polynomial7D,-0.4473895082429771,0.7659994371846748,-0.3965031616682939,0.26833988657380425,0.08908915276446105,-0.04199444598221258,-0.3051526086968477,-0.22498976809324822
17,exponential,0.16900617070133506,0,0,0,0,0,0,0
17,exponential,0.9532302697754633,0,0,0,0,0,0,0
17,logarithmic,-0.470009732221613,0,0,0,0,0,0,0
17,logarithmic,0.7064761670388549,0,0,0,0,0,0,0
18,sigmoid,-0.42842241315011753,0.1271151211134105,0,0,0,0,0,0
18,sigmoid,-0.3630705433752426,-0.3681337541985701,0,0,0,0,0,0
18,linear,0.5862399281465005,0.9253243181471027,0,0,0,0,0,0
18,linear,-0.0028087032126655753,0.8547901777598239,0,0,0,0,0,0
18,linear,0.3139318006435974,0.13138725668101658,0,0,0,0,0,0
18,linear,-0.16673198281703483,-0.8299521018449407,0,0,0,0,0,0
18,polynomial2D,0.9661020072377928,0.7457162449069461,0.5518033010316021,0,0,0,0,0
18,polynomial2D,-0.4081613970882494,-0.0905326865741991,-0.3543009814844895,0,0,0,0,0
18,polynomial2D,-0.43377597201243745,0.8712766719236225,-0.07858664580426766,0,0,0,0,0
18,polynomial3D,0.6523159841354622,-0.2993869148608006,-0.19228329734577176,-0.24167660785414857,0,0,0,0
18,polynomial3D,-0.8554231944802537,0.20107901387597105,-0.4364649856380205,0.17268422446381204,0,0,0,0
18,polynomial7D,-0.8379482641238438,0.9247076378579664,-0.9099751813769641,-0.046252498449784074,-0.377506902132293,0.6541172373681139,-0.20530921261775914,0.4457850798265879
18,exponential,-0.9322682104076692,0,0,0,0,0,0,0
18,exponential,0.8581079946528825,0,0,0,0,0,0,0
18,logarithmic,0.3550704585252855,0,0,0,0,0,0,0
18,logarithmic,-0.1406202982153537,0,0,0,0,0,0,0
19,sigmoid,0.3971607735552163,-0.43232168496869927,0,0,0,0,0,0
19,sigmoid,0.8929081049428165,-0.02545821943581883,0,0,0,0,0,0
19,linear,-0.9462264258937361,-0.46063813280099297,0,0,0,0,0,0
19,linear,0.6552893096781847,-0.7633298417630274,0,0,0,0,0,0
19,linear,0.2927307432336854,0.26420344915529825,0,0,0,0,0,0
19,linear,0.056183472586762484,-0.3402575706451454,0,0,0,0,0,0
19,polynomial2D,-0.7193936220125856,-0.344093877538014,-0.12913595200292294,0,0,0,0,0
19,polynomial2D,-0.008819074335380428,0.19139877137379613,-0.4009909548099495,0,0,0,0,0
19,polynomial2D,0.4364240453047412,0.4481162926423796,-0.20377673351517944,0,0,0,0,0
19,polynomial3D,0.2207806055310717,0.04706845600405596,0.10904818868973853,-0.5019277768886059,0,0,0,0
19,polynomial3D,0.23071037672080696,-0.16538743768740538,-0.5897992014673517,-0.8298303917594643,0,0,0,0
19,polynomial7D,0.23503939409832086,0.7583506895529255,-0.5910884595018653,-0.7584413213038805,0.9002523425438722,0.08138297923097859,-0.9310246603456693,-0.1215678960182256
19,exponential,0.9603452799695895,0,0,0,0,0,0,0
19,exponential,0.6654415469803796,0,0,0,0,0,0,0
19,logarithmic,0.5612692801361523,0,0,0,0,0,0,0
19,logarithmic,0.08814476811940475,0,0,0,0,0,0,0
20,sigmoid,-0.11983578944488116,-0.9709212819887132,0,0,0,0,0,0
20,sigmoid,0.022989661462347932,-0.902037346329547,0,0,0,0,0,0
20,linear,-0.6684940265755859,0.05238140607178998,0,0,0,0,0,0
20,linear,-0.9139206182023834,0.16735069019805393,0,0,0,0,0,0
20,linear,0.41723976488764625,0.7640697140934432,0,0,0,0,0,0
20,linear,0.020711661700387962,-0.4649895434935334,0,0,0,0,0,0
20,polynomial2D,0.4936518158813137,0.4649736827554365,-0.9864584319601095,0,0,0,0,0
20,polynomial2D,-0.5428751726481651,0.7193237276841753,-0.14809751665726623,0,0,0,0,0
20,polynomial2D,0.9361551818651339,0.24554102420399215,-0.3631500246114021,0,0,0,0,0
